,year,region_sdg,stat,amount
492,2015,Latin America and the Caribbean,pop_u,49787233.4246578
493,2015,Northern Africa and Western Asia,pop_u,30296151.067861
494,2015,Oceania,pop_u,269570.8730496235
495,2015,Sub-Saharan Africa,pop_u,37856640.2585287
496,2016,Australia and New Zealand,pop_u,2479313.2405637973
497,2016,Central and Southern Asia,pop_u,69126478.1830805
498,2016,Eastern and South-Eastern Asia,pop_u,130041587.27143869
499,2016,Europe and Northern America,pop_u,84681477.12266159
500,2016,Latin America and the Caribbean,pop_u,50447131.58015319
501,2016,Northern Africa and Western Asia,pop_u,31036018.289683204
502,2016,Oceania,pop_u,274495.56883147714
503,2016,Sub-Saharan Africa,pop_u,39418607.985098116
504,2017,Australia and New Zealand,pop_u,2522797.664690277
505,2017,Central and Southern Asia,pop_u,70796139.36116652
506,2017,Eastern and South-Eastern Asia,pop_u,132988003.04598962
507,2017,Europe and Northern America,pop_u,85228643.84277485
508,2017,Latin America and the Caribbean,pop_u,51093195.477355376
509,2017,Northern Africa and Western Asia,pop_u,31743732.559286796
510,2017,Oceania,pop_u,279525.18454984477
511,2017,Sub-Saharan Africa,pop_u,41012412.964995876
512,2018,Australia and New Zealand,pop_u,2567229.929411957
513,2018,Central and Southern Asia,pop_u,72489373.31702809
514,2018,Eastern and South-Eastern Asia,pop_u,135800679.48765883
515,2018,Europe and Northern America,pop_u,85751824.2007811
516,2018,Latin America and the Caribbean,pop_u,51715350.90824579
517,2018,Northern Africa and Western Asia,pop_u,32448212.954511117
518,2018,Oceania,pop_u,284678.7399515171
519,2018,Sub-Saharan Africa,pop_u,42677306.26389563
520,2019,Australia and New Zealand,pop_u,2613387.6801598966
521,2019,Central and Southern Asia,pop_u,74194544.1447298
522,2019,Eastern and South-Eastern Asia,pop_u,138447323.99428388
523,2019,Europe and Northern America,pop_u,86265202.98471154
524,2019,Latin America and the Caribbean,pop_u,52314869.64904732
525,2019,Northern Africa and Western Asia,pop_u,33152368.334659375
526,2019,Oceania,pop_u,289957.3059635505
527,2019,Sub-Saharan Africa,pop_u,44396800.0232581
528,2020,Australia and New Zealand,pop_u,2652606.1525016325
529,2020,Central and Southern Asia,pop_u,75919172.46036823
530,2020,Eastern and South-Eastern Asia,pop_u,140924021.8978688
531,2020,Europe and Northern America,pop_u,86670132.49799204
532,2020,Latin America and the Caribbean,pop_u,52875503.62675069
533,2020,Northern Africa and Western Asia,pop_u,33766195.75172334
534,2020,Oceania,pop_u,295672.02594499016
535,2020,Sub-Saharan Africa,pop_u,46172144.48040976
536,2021,Australia and New Zealand,pop_u,2683800.920541756
537,2021,Central and Southern Asia,pop_u,77619031.55335177
538,2021,Eastern and South-Eastern Asia,pop_u,143182006.20921606
539,2021,Europe and Northern America,pop_u,86947517.15087028
540,2021,Latin America and the Caribbean,pop_u,53378531.572832115
541,2021,Northern Africa and Western Asia,pop_u,34354089.13340946
542,2021,Oceania,pop_u,301801.1185498113
543,2021,Sub-Saharan Africa,pop_u,47982202.131871514
544,2022,Australia and New Zealand,pop_u,2714550.805056915
545,2022,Central and Southern Asia,pop_u,79298472.99211961
546,2022,Eastern and South-Eastern Asia,pop_u,145317364.98595116
547,2022,Europe and Northern America,pop_u,87180890.87869093
548,2022,Latin America and the Caribbean,pop_u,53877958.22590979
549,2022,Northern Africa and Western Asia,pop_u,35016321.26588509
550,2022,Oceania,pop_u,308288.41597494134
551,2022,Sub-Saharan Africa,pop_u,49831452.236433506
552,2000,Australia and New Zealand,wat_pop_sm_t,325359.6658054027
553,2000,Central and Southern Asia,wat_pop_sm_t,23227503.96975633
554,2000,Eastern and South-Eastern Asia,wat_pop_sm_t,30591905.610733632
555,2000,Europe and Northern America,wat_pop_sm_t,63584516.97849348
556,2000,Latin America and the Caribbean,wat_pop_sm_t,25648968.97442371
557,2000,Northern Africa and Western Asia,wat_pop_sm_t,8209271.470963116
558,2000,Oceania,wat_pop_sm_t,119764.18173841959
559,2000,Sub-Saharan Africa,wat_pop_sm_t,4315850.545798372
560,2001,Australia and New Zealand,wat_pop_sm_t,328255.46143284405
561,2001,Central and Southern Asia,wat_pop_sm_t,23780357.987261515
562,2001,Eastern and South-Eastern Asia,wat_pop_sm_t,31106878.517737623
563,2001,Europe and Northern America,wat_pop_sm_t,63660325.94684161
564,2001,Latin America and the Caribbean,wat_pop_sm_t,26244321.776062302
565,2001,Northern Africa and Western Asia,wat_pop_sm_t,8400938.725590885
566,2001,Oceania,wat_pop_sm_t,121282.21360772064
567,2001,Sub-Saharan Africa,wat_pop_sm_t,4549346.824635895
568,2002,Australia and New Zealand,wat_pop_sm_t,333235.10452706495
569,2002,Central and Southern Asia,wat_pop_sm_t,24314966.040174887
570,2002,Eastern and South-Eastern Asia,wat_pop_sm_t,36299215.719849564
571,2002,Europe and Northern America,wat_pop_sm_t,63785748.85100656
572,2002,Latin America and the Caribbean,wat_pop_sm_t,26745386.242871415
573,2002,Northern Africa and Western Asia,wat_pop_sm_t,8587972.572282486
574,2002,Oceania,wat_pop_sm_t,122573.26208457763
575,2002,Sub-Saharan Africa,wat_pop_sm_t,4851678.559141086
576,2003,Australia and New Zealand,wat_pop_sm_t,339257.17615020776
577,2003,Central and Southern Asia,wat_pop_sm_t,24835648.57493991
578,2003,Eastern and South-Eastern Asia,wat_pop_sm_t,36924098.28670322
579,2003,Europe and Northern America,wat_pop_sm_t,63956015.38510191
580,2003,Latin America and the Caribbean,wat_pop_sm_t,27223897.87040241
581,2003,Northern Africa and Western Asia,wat_pop_sm_t,8780471.462073894
582,2003,Oceania,wat_pop_sm_t,123924.57409812829
583,2003,Sub-Saharan Africa,wat_pop_sm_t,5168619.972494256
584,2004,Australia and New Zealand,wat_pop_sm_t,344444.67653128505
585,2004,Central and Southern Asia,wat_pop_sm_t,25397718.331651647
586,2004,Eastern and South-Eastern Asia,wat_pop_sm_t,37541309.60540899
587,2004,Europe and Northern America,wat_pop_sm_t,64297753.44395693
588,2004,Latin America and the Caribbean,wat_pop_sm_t,27697151.693158
589,2004,Northern Africa and Western Asia,wat_pop_sm_t,8980871.357799323
590,2004,Oceania,wat_pop_sm_t,125211.78158176328
591,2004,Sub-Saharan Africa,wat_pop_sm_t,5540471.81732678
592,2005,Australia and New Zealand,wat_pop_sm_t,348780.1490166366
593,2005,Central and Southern Asia,wat_pop_sm_t,25998158.966211505
594,2005,Eastern and South-Eastern Asia,wat_pop_sm_t,38090739.19897064
595,2005,Europe and Northern America,wat_pop_sm_t,96515939.98410492
596,2005,Latin America and the Caribbean,wat_pop_sm_t,28167867.840506285
597,2005,Northern Africa and Western Asia,wat_pop_sm_t,9199255.486359859
598,2005,Oceania,wat_pop_sm_t,126431.03750287219
599,2005,Sub-Saharan Africa,wat_pop_sm_t,5936905.421242006
600,2006,Australia and New Zealand,wat_pop_sm_t,356862.6279642156
601,2006,Central and Southern Asia,wat_pop_sm_t,26585300.89407463
602,2006,Eastern and South-Eastern Asia,wat_pop_sm_t,38630686.57146729
603,2006,Europe and Northern America,wat_pop_sm_t,97234451.95353094
604,2006,Latin America and the Caribbean,wat_pop_sm_t,28633347.715632383
605,2006,Northern Africa and Western Asia,wat_pop_sm_t,9429706.302391363
606,2006,Oceania,wat_pop_sm_t,127622.42520707598
607,2006,Sub-Saharan Africa,wat_pop_sm_t,6377526.02731821
608,2007,Australia and New Zealand,wat_pop_sm_t,364547.1159722901
609,2007,Central and Southern Asia,wat_pop_sm_t,27161314.968951013
610,2007,Eastern and South-Eastern Asia,wat_pop_sm_t,39191965.85297669
611,2007,Europe and Northern America,wat_pop_sm_t,97952021.79079494
612,2007,Latin America and the Caribbean,wat_pop_sm_t,29092128.89674691
613,2007,Northern Africa and Western Asia,wat_pop_sm_t,9651547.761906816
614,2007,Oceania,wat_pop_sm_t,128738.93615396957
615,2007,Sub-Saharan Africa,wat_pop_sm_t,6865831.817301375
616,2008,Australia and New Zealand,wat_pop_sm_t,372071.0066258017
617,2008,Central and Southern Asia,wat_pop_sm_t,27736004.868559383
618,2008,Eastern and South-Eastern Asia,wat_pop_sm_t,39755771.65155095
619,2008,Europe and Northern America,wat_pop_sm_t,98300692.90903139
620,2008,Latin America and the Caribbean,wat_pop_sm_t,29548035.43214779
621,2008,Northern Africa and Western Asia,wat_pop_sm_t,9978966.704226868
622,2008,Oceania,wat_pop_sm_t,129705.8079274206
623,2008,Sub-Saharan Africa,wat_pop_sm_t,7383578.707044513
624,2009,Australia and New Zealand,wat_pop_sm_t,380015.5336433628
625,2009,Central and Southern Asia,wat_pop_sm_t,28465736.372250516
626,2009,Eastern and South-Eastern Asia,wat_pop_sm_t,40323728.580071084
627,2009,Europe and Northern America,wat_pop_sm_t,98993701.71573508
628,2009,Latin America and the Caribbean,wat_pop_sm_t,30010545.757842652
629,2009,Northern Africa and Western Asia,wat_pop_sm_t,10338117.19730373
630,2009,Oceania,wat_pop_sm_t,130575.74653590123
631,2009,Sub-Saharan Africa,wat_pop_sm_t,7886481.123084
632,2010,Australia and New Zealand,wat_pop_sm_t,388115.560974819
633,2010,Central and Southern Asia,wat_pop_sm_t,29239474.84657869
634,2010,Eastern and South-Eastern Asia,wat_pop_sm_t,40894525.3390703
635,2010,Europe and Northern America,wat_pop_sm_t,99660318.38365857
636,2010,Latin America and the Caribbean,wat_pop_sm_t,30480493.75432884
637,2010,Northern Africa and Western Asia,wat_pop_sm_t,10705309.199597882
638,2010,Oceania,wat_pop_sm_t,131502.12228068858
639,2010,Sub-Saharan Africa,wat_pop_sm_t,8412624.557284351
640,2011,Australia and New Zealand,wat_pop_sm_t,395531.5862756782
641,2011,Central and Southern Asia,wat_pop_sm_t,30023410.49382563
642,2011,Eastern and South-Eastern Asia,wat_pop_sm_t,41465099.915790446
643,2011,Europe and Northern America,wat_pop_sm_t,100312619.600447
644,2011,Latin America and the Caribbean,wat_pop_sm_t,30958767.536677953
645,2011,Northern Africa and Western Asia,wat_pop_sm_t,11107232.625709383
646,2011,Oceania,wat_pop_sm_t,132373.90533384448
647,2011,Sub-Saharan Africa,wat_pop_sm_t,9000378.32653858
648,2012,Australia and New Zealand,wat_pop_sm_t,402476.2226923482
649,2012,Central and Southern Asia,wat_pop_sm_t,30861436.45173664
650,2012,Eastern and South-Eastern Asia,wat_pop_sm_t,42039115.197432816
651,2012,Europe and Northern America,wat_pop_sm_t,100952062.76153557
652,2012,Latin America and the Caribbean,wat_pop_sm_t,31434443.836007327
653,2012,Northern Africa and Western Asia,wat_pop_sm_t,11548776.891614141
654,2012,Oceania,wat_pop_sm_t,133337.15268645255
655,2012,Sub-Saharan Africa,wat_pop_sm_t,9673241.1547716
656,2013,Australia and New Zealand,wat_pop_sm_t,410524.2218621387
657,2013,Central and Southern Asia,wat_pop_sm_t,31663747.031105146
658,2013,Eastern and South-Eastern Asia,wat_pop_sm_t,42615016.35345822
659,2013,Europe and Northern America,wat_pop_sm_t,101464260.31887707
660,2013,Latin America and the Caribbean,wat_pop_sm_t,32020629.59709177
661,2013,Northern Africa and Western Asia,wat_pop_sm_t,12049607.58583037
662,2013,Oceania,wat_pop_sm_t,134323.61901050905
663,2013,Sub-Saharan Africa,wat_pop_sm_t,10267265.03154316
664,2014,Australia and New Zealand,wat_pop_sm_t,420813.2528930665
665,2014,Central and Southern Asia,wat_pop_sm_t,32510763.33912456
666,2014,Eastern and South-Eastern Asia,wat_pop_sm_t,43187717.2699917
667,2014,Europe and Northern America,wat_pop_sm_t,101927106.9636616
668,2014,Latin America and the Caribbean,wat_pop_sm_t,32603761.825024758
669,2014,Northern Africa and Western Asia,wat_pop_sm_t,12564839.304553065
670,2014,Oceania,wat_pop_sm_t,135226.28993723856
671,2014,Sub-Saharan Africa,wat_pop_sm_t,10859310.324726762
672,2015,Australia and New Zealand,wat_pop_sm_t,432436.85377310566
673,2015,Central and Southern Asia,wat_pop_sm_t,33391715.448260386
674,2015,Eastern and South-Eastern Asia,wat_pop_sm_t,43758111.64680411
675,2015,Europe and Northern America,wat_pop_sm_t,102384697.60935274
676,2015,Latin America and the Caribbean,wat_pop_sm_t,33180855.20221108
677,2015,Northern Africa and Western Asia,wat_pop_sm_t,13032860.120579097
678,2015,Oceania,wat_pop_sm_t,135808.14727552986
679,2015,Sub-Saharan Africa,wat_pop_sm_t,11477391.97678487
680,2016,Australia and New Zealand,wat_pop_sm_t,444314.62347237725
681,2016,Central and Southern Asia,wat_pop_sm_t,34252800.39505556
682,2016,Eastern and South-Eastern Asia,wat_pop_sm_t,44315090.900361136
683,2016,Europe and Northern America,wat_pop_sm_t,102858112.74663883
684,2016,Latin America and the Caribbean,wat_pop_sm_t,33744604.70533337
685,2016,Northern Africa and Western Asia,wat_pop_sm_t,13390142.45146154
686,2016,Oceania,wat_pop_sm_t,136160.7727927658
687,2016,Sub-Saharan Africa,wat_pop_sm_t,12125382.88274231
688,2017,Australia and New Zealand,wat_pop_sm_t,456409.77596021426
689,2017,Central and Southern Asia,wat_pop_sm_t,35116334.10265128
690,2017,Eastern and South-Eastern Asia,wat_pop_sm_t,44851404.51777992
691,2017,Europe and Northern America,wat_pop_sm_t,103328036.34297557
692,2017,Latin America and the Caribbean,wat_pop_sm_t,34344101.88891083
693,2017,Northern Africa and Western Asia,wat_pop_sm_t,13696810.009169597
694,2017,Oceania,wat_pop_sm_t,136482.76367590614
695,2017,Sub-Saharan Africa,wat_pop_sm_t,12802264.42263519
696,2018,Australia and New Zealand,wat_pop_sm_t,470028.24009486585
697,2018,Central and Southern Asia,wat_pop_sm_t,35971545.305363916
698,2018,Eastern and South-Eastern Asia,wat_pop_sm_t,45372177.64901743
699,2018,Europe and Northern America,wat_pop_sm_t,103762060.46363029
700,2018,Latin America and the Caribbean,wat_pop_sm_t,34939814.80827217
701,2018,Northern Africa and Western Asia,wat_pop_sm_t,13999341.932951849
702,2018,Oceania,wat_pop_sm_t,136756.7108659251
703,2018,Sub-Saharan Africa,wat_pop_sm_t,13500415.609594781
704,2019,Australia and New Zealand,wat_pop_sm_t,486598.1445472938
705,2019,Central and Southern Asia,wat_pop_sm_t,36817929.72656884
706,2019,Eastern and South-Eastern Asia,wat_pop_sm_t,45882342.57564825
707,2019,Europe and Northern America,wat_pop_sm_t,104172828.84733286
708,2019,Latin America and the Caribbean,wat_pop_sm_t,35535954.60897287
709,2019,Northern Africa and Western Asia,wat_pop_sm_t,14222396.324415794
710,2019,Oceania,wat_pop_sm_t,136966.86329283845
711,2019,Sub-Saharan Africa,wat_pop_sm_t,14222798.957800267
712,2020,Australia and New Zealand,wat_pop_sm_t,501579.98253217386
713,2020,Central and Southern Asia,wat_pop_sm_t,37678369.525514804
714,2020,Eastern and South-Eastern Asia,wat_pop_sm_t,46355352.54985847
715,2020,Europe and Northern America,wat_pop_sm_t,104427882.18372914
716,2020,Latin America and the Caribbean,wat_pop_sm_t,36060180.17430818
717,2020,Northern Africa and Western Asia,wat_pop_sm_t,14368461.477814306
718,2020,Oceania,wat_pop_sm_t,137481.95995228243
719,2020,Sub-Saharan Africa,wat_pop_sm_t,14968180.906278107
720,2021,Australia and New Zealand,wat_pop_sm_t,512972.68066406256
721,2021,Central and Southern Asia,wat_pop_sm_t,38544327.70307546
722,2021,Eastern and South-Eastern Asia,wat_pop_sm_t,46761183.5853013
723,2021,Europe and Northern America,wat_pop_sm_t,104514273.1594879
724,2021,Latin America and the Caribbean,wat_pop_sm_t,36140222.12887917
725,2021,Northern Africa and Western Asia,wat_pop_sm_t,14495352.044428706
726,2021,Oceania,wat_pop_sm_t,138266.0169381214
727,2021,Sub-Saharan Africa,wat_pop_sm_t,15708736.278758667
728,2022,Australia and New Zealand,wat_pop_sm_t,518528.79999999993
729,2022,Central and Southern Asia,wat_pop_sm_t,37641558.56214762
730,2022,Eastern and South-Eastern Asia,wat_pop_sm_t,47125270.89323387
731,2022,Europe and Northern America,wat_pop_sm_t,104607356.81863202
732,2022,Latin America and the Caribbean,wat_pop_sm_t,36533093.21164483
733,2022,Northern Africa and Western Asia,wat_pop_sm_t,14702617.36670791
734,2022,Oceania,wat_pop_sm_t,135160.94876995214
735,2022,Sub-Saharan Africa,wat_pop_sm_t,16161823.384988079
736,2000,Australia and New Zealand,wat_pop_sm_r,0.0
737,2000,Central and Southern Asia,wat_pop_sm_r,-1507363522.1494625
738,2000,Eastern and South-Eastern Asia,wat_pop_sm_r,-408508484.5527066
739,2000,Europe and Northern America,wat_pop_sm_r,-1669489195.5892372
740,2000,Latin America and the Caribbean,wat_pop_sm_r,-900975141.3849785
741,2000,Northern Africa and Western Asia,wat_pop_sm_r,-281886233.0201343
742,2000,Oceania,wat_pop_sm_r,-1416953.5345964262
743,2000,Sub-Saharan Africa,wat_pop_sm_r,-61271057.58169746
744,2001,Australia and New Zealand,wat_pop_sm_r,0.0
745,2001,Central and Southern Asia,wat_pop_sm_r,-1601372899.2345254
746,2001,Eastern and South-Eastern Asia,wat_pop_sm_r,-424835498.5442417
747,2001,Europe and Northern America,wat_pop_sm_r,-1676917899.9302657
748,2001,Latin America and the Caribbean,wat_pop_sm_r,-951493253.9251786
749,2001,Northern Africa and Western Asia,wat_pop_sm_r,-293705558.2826334
750,2001,Oceania,wat_pop_sm_r,-1441306.029546344
751,2001,Sub-Saharan Africa,wat_pop_sm_r,-66480596.87848405
752,2002,Australia and New Zealand,wat_pop_sm_r,0.0
753,2002,Central and Southern Asia,wat_pop_sm_r,-1700366480.418222
754,2002,Eastern and South-Eastern Asia,wat_pop_sm_r,-448664477.6455476
755,2002,Europe and Northern America,wat_pop_sm_r,-1687351934.442073
756,2002,Latin America and the Caribbean,wat_pop_sm_r,-990247364.3886353
757,2002,Northern Africa and Western Asia,wat_pop_sm_r,-305954780.048167
758,2002,Oceania,wat_pop_sm_r,-1462365.0910271558
